build_failed,gh_is_pr,git_prev_commit_resolution_status,gh_team_size,git_num_all_built_commits,gh_num_commit_comments,git_diff_src_churn,git_diff_test_churn,gh_diff_files_added,gh_diff_files_deleted,gh_diff_files_modified,gh_diff_tests_added,gh_diff_tests_deleted,gh_diff_src_files,gh_diff_doc_files,gh_diff_other_files,gh_num_commits_on_files_touched,gh_sloc,gh_test_lines_per_kloc,gh_test_cases_per_kloc,gh_asserts_cases_per_kloc,gh_by_core_team_member,year_of_start,month_of_start,day_of_start,hour_of_start,elapsed_days_last_build,same_committer,proj_fail_rate_history,proj_fail_rate_recent,comm_fail_rate_history,comm_fail_rate_recent,comm_avg_experience,totalNumberOfRevisions,no_config_edited,num_files_edited,num_distinct_authors,prev_build_result,day_week
0,0,1,41,2,0,15,0,0,0,2,0,0,2,0,0,7,45909,446.2088044,35.3961097,123.0259862,1,2013,5,23,9,1,0,1,1,0,0,0,2,0,2,1,1,5
1,1,1,41,3,0,0,0,0,0,2,0,0,0,2,0,43,45903,446.2671285,35.40073634,123.042067,1,2013,5,23,11,1,0,1,1,0,0,0,5,0,3,1,1,5
0,0,2,41,1,0,0,0,0,0,2,0,0,0,2,0,46,45909,446.2088044,35.3961097,123.0259862,1,2013,5,23,12,-1,0,0,0,0,0,0,2,0,2,1,0,5
0,1,1,41,1,0,4,0,0,0,1,0,0,1,0,0,144,45904,446.2574068,35.39996514,123.0393865,1,2013,5,27,7,3,0,0,0,0,0,0,122,18,28,4,0,2
0,1,1,41,2,0,4,0,0,0,1,0,0,1,0,0,146,45904,446.2574068,35.39996514,123.0393865,1,2013,5,27,8,3,0,0,0,0,0,0,123,17,29,4,0,2
0,0,2,41,1,0,2,0,0,0,1,0,0,1,0,0,148,45904,446.2574068,35.39996514,123.0393865,1,2013,5,27,9,-1,0,0,0,0,0,0,1,1,1,1,0,2
0,1,1,41,4,0,108,0,1,0,4,0,0,4,1,0,512,45956,445.9265384,35.35990948,122.9001654,1,2013,5,28,13,14,0,1,1,0,0,0,8,0,6,1,1,3
0,0,2,41,1,0,108,0,1,0,4,0,0,4,1,0,518,45904,446.2574068,35.39996514,123.0393865,1,2013,5,28,14,-1,0,0,0,0,0,0,24,8,24,1,0,3
0,1,1,41,1,0,9,0,0,0,1,0,0,1,0,0,1,45956,445.9265384,35.35990948,122.9001654,1,2013,5,28,14,0,1,0.5,0.5,0,0,1,1,0,1,1,0,3
0,0,2,41,1,0,9,0,0,0,1,0,0,1,0,0,3,45904,446.2574068,35.39996514,123.0393865,1,2013,5,28,16,-1,0,0,0,0,0,0,24,8,24,1,0,3
0,0,2,41,1,0,53,10,1,0,8,0,0,7,0,1,419,45919,446.2422962,35.38840132,122.9991942,1,2013,5,29,10,-1,0,0,0,0,0,0,50,8,24,3,0,4
0,1,1,41,2,0,0,0,0,0,1,0,0,0,0,1,342,45904,446.2574068,35.39996514,123.0393865,1,2013,5,29,11,5,0,0,0,0,0,0,151,19,29,4,0,4
0,0,2,41,1,0,0,0,0,0,1,0,0,0,0,1,344,45919,446.2422962,35.38840132,122.9991942,1,2013,5,29,13,-1,0,0,0,0,0,0,15,4,15,1,0,4
0,1,1,41,4,0,0,0,0,0,1,0,0,0,1,0,24,45919,446.2422962,35.38840132,122.9991942,1,2013,5,30,9,1,0,0,0,0,0,0,16,0,4,1,0,5
0,0,2,41,1,0,0,0,0,0,1,0,0,0,1,0,28,45919,446.2422962,35.38840132,122.9991942,1,2013,5,30,10,-1,0,0,0,0,0,0,1,1,1,1,0,5
1,0,2,41,1,0,0,0,1,0,0,0,0,0,0,1,1,45919,446.2422962,35.38840132,122.9991942,1,2013,5,30,19,-1,0,0,0,0,0,0,3,1,3,2,0,5
0,0,2,41,1,0,78,0,2,0,2,0,0,3,1,0,18,45951,445.9315358,35.36375705,122.9135383,1,2013,5,31,7,-1,0,0,0,0,0,0,16,5,16,2,0,6
0,0,1,42,1,0,0,0,0,0,1,0,0,0,0,0,9,45951,445.9315358,35.36375705,122.9135383,1,2013,5,31,12,0,0,0,0,0,0,0,1,0,1,1,0,6
0,0,1,42,1,0,0,0,0,0,1,0,0,0,0,0,18,45951,445.9315358,35.36375705,122.9135383,1,2013,5,31,13,0,1,0,0,0,0,1,1,0,1,1,0,6
0,0,1,42,1,0,0,0,0,0,1,0,0,0,0,0,19,45951,445.9315358,35.36375705,122.9135383,1,2013,5,31,13,0,1,0,0,0,0,2,1,0,1,1,0,6
0,0,1,42,1,0,0,0,0,0,1,0,0,0,0,0,10,45951,445.9315358,35.36375705,122.9135383,1,2013,5,31,14,0,1,0,0,0,0,3,1,0,1,1,0,6
0,0,1,42,1,0,0,0,0,0,1,0,0,0,0,0,11,45951,445.9315358,35.36375705,122.9135383,1,2013,5,31,14,0,1,0,0,0,0,4,1,0,1,1,0,6
0,0,1,42,1,0,0,0,0,0,1,0,0,0,0,0,4,45951,445.9315358,35.36375705,122.9135383,1,2013,5,31,15,0,1,0,0,0,0,5,1,0,1,1,0,6
0,0,1,42,1,0,6,0,0,0,1,0,0,1,0,0,43,45951,445.9315358,35.36375705,122.9135383,1,2013,5,31,15,0,0,0,0,0,0,0,1,1,1,1,0,6
0,1,1,42,4,0,135,0,2,2,4,0,0,4,0,1,65,45967,445.7763178,35.35144778,122.8707551,1,2013,6,3,12,3,1,0,0,0,0,1,16,3,8,1,0,2
0,1,1,41,2,0,20,0,1,0,1,0,0,2,0,0,246,45967,445.7763178,35.35144778,122.8707551,1,2013,6,4,16,0,0,0,0,0,0,0,2,0,2,1,0,3
0,0,2,41,1,0,10,0,0,0,2,0,0,2,0,0,109,45974,445.7084439,35.34606517,122.8520468,1,2013,6,5,7,-1,0,0,0,0,0,0,4,0,4,2,0,4
0,0,2,41,1,0,6,0,0,0,1,0,0,1,0,0,151,45974,445.7084439,35.34606517,122.8520468,1,2013,6,6,10,-1,0,0,0,0,0,0,8,2,6,2,0,5
1,1,1,41,4,0,2365,0,0,4,1211,0,0,920,283,10,4969,45656,448.8128614,35.59225513,123.7077274,1,2013,6,7,8,1,0,0,0,0,0,0,1223,29,1217,2,0,6
0,1,1,41,1,0,0,3,0,0,1,0,0,1,0,0,5,45656,448.7909585,35.59225513,123.6858244,1,2013,6,7,11,0,0,1,1,0,0,0,1,0,1,1,0,6
1,1,1,42,4,0,9310,7494,306,0,305,0,0,202,70,59,1796,49631,544.8207773,44.79055429,132.2761983,1,2013,6,7,13,0,0,0,0,0,0,0,1278,13,636,2,0,6
1,1,1,42,1,0,8,0,0,0,3,0,0,3,0,0,3,49631,544.8207773,44.79055429,132.2761983,1,2013,6,7,15,0,0,1,1,0,0,0,3,0,3,1,0,6
1,0,2,42,1,0,23,0,1,0,1,0,0,1,1,0,15,49631,544.8207773,44.79055429,132.2761983,1,2013,6,10,6,-1,0,0,0,0,0,0,1532,32,1526,2,0,2
1,0,2,42,1,0,81,121,2,0,3,0,0,5,0,0,232,49687,546.0180731,44.86082879,132.5095095,1,2013,6,10,9,-1,0,0,0,0,0,0,1557,32,1535,2,0,2
1,0,2,42,1,0,55,0,1,0,1,0,0,2,0,0,40,49631,544.8207773,44.79055429,132.2761983,1,2013,6,10,9,-1,0,0,0,0,0,0,1528,32,1526,2,0,2
0,1,1,42,3,0,748,0,2,4,7,0,0,12,0,1,380,49278,548.7235683,45.11140874,133.223751,1,2013,6,10,16,0,0,1,1,0,0,0,13,3,13,1,1,2
1,0,2,42,1,0,748,0,2,4,7,0,0,12,0,1,383,49334,549.925001,45.18182187,133.457656,1,2013,6,10,17,-1,0,0,0,0,0,0,7,0,7,1,0,2
1,0,1,42,1,0,0,0,0,0,1,0,0,0,0,0,54,49334,549.925001,45.18182187,133.457656,1,2013,6,11,13,1,0,1,1,0,0,0,1,0,1,1,1,3
1,0,2,42,1,0,2,15,0,0,2,0,0,2,0,0,5,49335,550.0557414,45.20117564,133.5157596,1,2013,6,11,16,-1,0,0,0,0,0,0,23,3,23,2,0,3
0,1,1,42,1,0,0,0,0,0,1,0,0,0,1,0,5,49335,550.0557414,45.20117564,133.5157596,1,2013,6,12,7,1,0,1,1,0,0,0,1,0,1,1,1,4
0,0,2,42,1,0,106,0,1,0,4,0,0,4,1,0,115,49338,550.0222952,45.19842718,133.5076412,1,2013,6,12,9,-1,0,0,0,0,0,0,9,0,7,2,0,4
1,0,2,42,1,0,22,0,0,0,2,0,0,2,0,0,37,49334,550.066891,45.20209186,133.518466,1,2013,6,12,12,-1,0,0,0,0,0,0,18,1,12,2,0,4
0,0,2,42,1,0,2,0,0,0,2,0,0,2,0,0,209,49339,550.0111474,45.1975111,133.5049352,1,2013,6,12,12,-1,0,0,0,0,0,0,7,1,7,2,0,4
1,0,2,42,1,0,36,0,0,0,1,0,0,1,0,0,41,49334,550.066891,45.20209186,133.518466,1,2013,6,13,6,-1,0,0,0,0,0,0,31,3,31,2,0,5
0,1,1,42,4,0,2,35,1,0,3,0,0,2,1,0,500,49334,550.4722909,45.26290185,133.599546,1,2013,6,13,8,1,0,1,1,0,0,0,6,0,4,1,1,5
0,0,2,42,1,0,2,35,1,0,2,0,0,2,1,0,504,49334,550.4722909,45.26290185,133.599546,1,2013,6,13,9,-1,0,0,0,0,0,0,1,0,1,1,0,5
0,1,1,42,3,0,0,0,0,0,8,0,0,0,8,0,18,49687,546.0180731,44.86082879,132.5095095,1,2013,6,13,9,3,0,1,1,0,0,0,23,0,13,1,1,5
0,0,2,42,1,0,0,0,0,0,8,0,0,0,8,0,21,49334,550.4722909,45.26290185,133.599546,1,2013,6,13,11,-1,0,0,0,0,0,0,29,3,29,1,0,5
1,0,2,42,1,0,3,0,0,0,1,0,0,1,0,0,5,49333,550.4834492,45.26381935,133.6022541,1,2013,6,13,12,-1,0,0,0,0,0,0,12,0,12,2,0,5
0,1,1,42,4,0,137,0,0,0,2,0,0,2,0,0,57,49293,550.9301524,45.30054977,133.7106689,1,2013,6,13,14,0,0,0,0,0,0,0,10,0,4,1,0,5
0,0,2,42,1,0,101,0,0,0,2,0,0,2,0,0,61,49292,550.9413292,45.3014688,133.7133815,1,2013,6,14,6,-1,0,0,0,0,0,0,9,0,9,1,0,6
1,1,1,43,1,0,0,0,0,0,1,0,0,0,1,0,3,49292,550.9413292,45.3014688,133.7133815,1,2013,6,14,9,0,0,0,0,0,0,0,1,0,1,1,0,6
1,0,2,43,1,0,348,130,6,0,26,0,0,27,1,4,1394,49452,549.3205533,45.15489768,133.2807571,1,2013,6,14,12,-1,0,0,0,0,0,0,48,4,38,2,0,6
1,0,1,43,1,0,2,0,0,0,1,0,0,1,0,0,3,49292,550.9413292,45.3014688,133.7133815,1,2013,6,14,12,0,0,0,0,0,0,0,1,0,1,1,0,6
1,0,1,43,1,0,0,0,0,0,1,0,0,0,0,0,55,49452,549.3205533,45.15489768,133.2807571,1,2013,6,14,13,0,0,1,1,0,0,0,1,0,1,1,1,6
0,0,2,43,1,0,43,0,0,0,2,0,0,2,0,0,60,49455,549.2872308,45.15215853,133.2726721,1,2013,6,14,15,-1,0,0,0,0,0,0,1731,53,1581,6,0,6
0,1,1,43,4,0,0,190,1,0,2,0,0,3,0,0,26,49334,551.1614708,45.20209186,133.518466,1,2013,6,14,17,1,0,1,1,0,0,0,11,0,5,1,1,6
0,0,2,43,1,0,0,144,1,0,2,0,0,3,0,0,30,49455,550.3791325,45.15215853,133.2726721,1,2013,6,14,18,-1,0,0,0,0,0,0,50,4,50,1,0,6
0,0,1,43,1,0,5,0,0,0,1,0,0,1,0,0,159,49455,550.3791325,45.15215853,133.2726721,1,2013,6,14,21,0,0,0,0,0,0,0,1,1,1,1,0,6
0,0,2,43,1,0,0,0,0,42,9,0,0,9,0,42,456,49457,550.2759973,45.15033261,133.2066239,1,2013,6,21,9,-1,0,0,0,0,0,0,52,42,52,2,0,6
0,0,2,43,1,0,95,0,1,0,6,0,0,5,2,0,401,49467,550.1647563,45.14120525,133.1796956,1,2013,6,21,10,-1,0,0,0,0,0,0,91,42,69,2,0,6
1,0,2,43,1,0,41,0,0,0,2,0,0,2,0,0,13,49457,550.2759973,45.15033261,133.2066239,1,2013,6,21,10,-1,0,0,0,0,0,0,54,42,54,2,0,6
0,0,1,43,1,0,2,0,0,0,1,0,0,1,0,0,5,49467,550.1647563,45.14120525,133.1796956,1,2013,6,21,11,0,0,0,0,0,0,1,1,0,1,1,0,6
1,0,2,43,1,0,38,0,0,5,3,0,0,3,2,3,262,49467,550.1647563,45.14120525,133.1796956,1,2013,6,21,12,-1,0,0,0,0,0,0,119,51,111,3,0,6
1,0,2,43,1,0,71,11,1,0,9,0,0,8,0,2,1058,49482,549.8565135,45.10731175,133.0786953,1,2013,6,21,17,-1,0,0,0,0,0,0,175,51,153,2,0,6
0,0,1,43,1,0,38,0,5,0,3,0,0,3,2,3,263,49467,550.1647563,45.14120525,133.1796956,1,2013,6,21,17,0,0,1,1,0,0,0,8,2,8,1,1,6
0,1,2,43,1,0,100,0,8,42,51,0,0,50,4,46,2140,49467,550.1647563,45.14120525,133.1796956,1,2013,6,21,18,-1,0,0,0,0,0,0,1,0,1,1,0,6
0,0,2,43,1,0,30,0,0,0,1,0,0,1,0,0,54,49482,549.8565135,45.10731175,133.0786953,1,2013,6,21,19,-1,0,0,0,0,0,0,10,2,10,1,0,6
1,0,2,43,1,0,0,0,0,0,1,0,0,0,0,0,4,49482,549.8565135,45.10731175,133.0786953,1,2013,6,24,6,-1,0,0,0,0,0,0,71,44,71,2,0,2
0,0,2,43,1,0,4,0,0,0,3,0,0,1,0,2,448,49485,549.8231787,45.10457714,133.0706275,1,2013,6,24,7,-1,0,0,0,0,0,0,61,10,21,2,0,2
1,0,1,43,1,0,25,0,0,0,1,0,0,1,0,0,29,44554,488.6205503,43.22844189,147.1921713,1,2013,6,24,9,38,0,1,1,0,0,0,1,0,1,1,0,2
1,1,1,43,1,0,20,0,0,0,1,0,0,1,0,0,1,49485,549.8231787,45.10457714,133.0706275,1,2013,6,24,20,0,0,0,0,0,0,1,1,0,1,1,0,2
0,1,2,43,2,0,66,0,2,0,4,0,0,4,2,0,534,49497,549.9121159,45.11384528,133.1595854,1,2013,6,24,22,-1,0,0,0,0,0,0,6,0,6,2,0,2
1,0,1,43,1,0,22,0,0,0,6,0,0,4,0,2,916,44553,488.6315175,43.22941216,147.1954751,1,2013,6,25,7,39,0,1,1,0,0,0,6,2,6,1,0,3
0,0,2,43,1,0,63,0,2,0,3,0,0,3,2,0,533,49524,549.3901947,45.06905743,132.9658347,1,2013,6,25,10,-1,0,0,0,0,0,0,72,44,72,1,0,3
1,0,2,43,1,0,25,0,0,0,1,0,0,1,0,0,31,44553,488.6315175,43.22941216,147.1954751,1,2013,6,25,11,-1,0,0,0,0,0,0,6,2,6,1,0,3
0,1,2,43,3,0,76,4,1,42,22,0,0,22,2,42,837,49699,556.4699491,45.67496328,133.0610274,1,2013,6,25,13,-1,0,0,0,0,0,0,411,10,405,2,0,3
0,0,2,43,1,0,25,0,0,0,1,0,0,1,0,0,3,49756,555.6917759,45.6025404,132.8482997,1,2013,6,25,15,-1,0,0,0,0,0,0,402,10,402,2,0,3
0,1,2,43,2,0,2954,0,59,81,145,0,0,309,99,101,3615,49787,555.345773,45.57414586,132.7655814,1,2013,6,26,10,-1,0,0,0,0,0,0,25,2,23,1,0,4
0,0,2,43,1,0,75,0,2,0,3,0,0,5,0,0,91,49787,555.345773,45.57414586,132.7655814,1,2013,6,26,10,-1,0,0,0,0,0,0,1,0,1,1,0,4
0,1,2,43,2,0,102,0,2,0,6,0,0,6,2,0,99,49787,555.345773,45.57414586,132.7655814,1,2013,6,26,11,-1,0,0,0,0,0,0,4,0,4,1,0,4
0,0,2,43,1,0,14,0,0,0,1,0,0,1,0,0,162,49787,555.345773,45.57414586,132.7655814,1,2013,6,26,12,-1,0,0,0,0,0,0,418,10,418,2,0,4
1,0,2,43,1,0,5,0,0,5,3,0,0,3,2,3,270,49787,555.345773,45.57414586,132.7655814,1,2013,6,26,13,-1,0,0,0,0,0,0,24,4,20,3,0,4
0,0,2,43,1,0,9,38,0,0,2,0,0,2,0,0,504,49788,555.9371736,45.5732305,132.8432554,1,2013,6,26,14,-1,0,0,0,0,0,0,20,2,20,2,0,4
1,1,1,43,1,0,0,0,0,0,3,0,0,0,1,2,416,49788,555.9371736,45.5732305,132.8432554,1,2013,6,27,12,1,0,0,0,0,0,1,3,2,3,1,0,5
0,0,2,43,1,0,4,0,0,0,1,0,0,1,0,0,60,49788,555.9371736,45.5732305,132.8432554,1,2013,6,27,15,-1,0,0,0,0,0,0,437,12,431,2,0,5
0,0,2,43,1,0,327,152,4,0,14,0,0,14,2,2,892,49889,556.2749303,45.62127924,132.654493,1,2013,6,27,17,-1,0,0,0,0,0,0,60,6,46,2,0,5
0,0,1,43,1,0,2,0,0,0,1,0,0,1,0,0,12,49969,555.9246733,45.54823991,132.4020893,1,2013,6,27,21,0,0,0,0,0,0,0,201,12,195,3,0,5
1,0,1,43,1,0,2,0,0,0,1,0,0,1,0,0,43,49969,555.9246733,45.54823991,132.4020893,1,2013,6,27,21,0,0,0,0,0,0,1,1,0,1,1,0,5
0,0,1,43,1,0,0,0,0,0,2,0,0,0,0,2,418,49969,555.9246733,45.54823991,132.4020893,1,2013,6,27,22,0,1,0.33333334,0.33333334,0.5,0.5,2,2,2,2,1,1,5
1,0,2,43,1,0,8,0,0,0,1,0,0,1,0,0,10,49969,555.9246733,45.54823991,132.4020893,1,2013,6,28,11,-1,0,0,0,0,0,0,201,12,201,2,0,6
0,0,2,43,1,0,0,10,0,0,1,0,0,1,0,0,16,49969,555.9246733,45.54823991,132.3820769,1,2013,6,28,13,-1,0,0,0,0,0,0,2,0,2,2,0,6
0,0,2,43,1,0,16,0,0,0,1,0,0,1,0,0,63,49969,555.9246733,45.54823991,132.3820769,1,2013,6,28,14,-1,0,0,0,0,0,0,3,0,3,2,0,6
0,0,1,43,1,0,2,0,0,0,1,0,0,1,0,0,6,49969,555.9246733,45.54823991,132.3820769,1,2013,6,28,14,0,0,0,0,0,0,0,1,0,1,1,0,6
0,0,2,43,1,0,21,0,0,0,7,0,0,4,3,0,252,49984,555.7578425,45.53457106,132.3423496,1,2013,6,28,16,-1,0,0,0,0,0,0,11,0,11,2,0,6
0,0,2,43,1,0,21,0,0,0,7,0,0,4,3,0,253,49984,555.7578425,45.53457106,132.3423496,1,2013,6,28,19,-1,0,0,0,0,0,0,1,0,1,1,0,6
1,0,1,43,1,0,0,0,0,0,1,0,0,0,0,0,61,49984,555.7578425,45.53457106,132.3423496,1,2013,7,1,7,3,0,0,0,0,0,0,1,0,1,1,0,2
1,1,1,43,1,0,4,0,1,1,0,0,0,1,0,0,62,49984,555.7578425,45.53457106,132.3423496,1,2013,7,1,10,0,0,0.5,0.5,0,0,0,2,0,2,1,1,2
1,1,1,43,1,0,2,0,0,0,1,0,0,1,0,0,11,49984,555.7578425,45.53457106,132.3423496,1,2013,7,1,11,0,0,1,1,0,0,0,1,0,1,1,0,2
1,0,2,43,1,0,4,0,0,0,2,0,0,2,0,0,11,49983,555.7689614,45.53548206,132.3449973,1,2013,7,1,13,-1,0,0,0,0,0,0,15,0,15,2,0,2
1,0,2,43,1,0,77,0,1,0,4,0,0,4,1,0,46,49983,555.7689614,45.53548206,132.3449973,1,2013,7,2,9,-1,0,0,0,0,0,0,266,14,244,3,0,3
1,0,2,43,1,0,17,0,0,0,3,0,0,2,0,1,267,49984,555.7578425,45.53457106,132.3423496,1,2013,7,2,13,-1,0,0,0,0,0,0,5,0,5,1,0,3
1,1,1,43,3,0,17,0,0,0,3,0,0,2,0,1,264,49984,555.7578425,45.53457106,132.3423496,1,2013,7,2,13,1,0,1,1,0,0,0,3,2,3,1,1,3
0,1,1,43,1,0,17,0,0,0,6,0,0,6,0,0,716,49979,555.8134416,45.53912643,132.3555893,1,2013,7,2,17,0,0,1,1,0,0,0,6,0,6,1,1,3
0,1,1,43,1,0,3,0,0,0,1,0,0,1,0,0,212,49979,555.8134416,45.53912643,132.3555893,1,2013,7,3,7,1,0,0,0,0,0,0,1,1,1,1,0,4
1,0,1,43,1,0,1,0,0,0,1,0,0,1,0,0,174,49979,555.8134416,45.53912643,132.3555893,1,2013,7,3,9,0,0,0,0,0,0,0,1,1,1,1,0,4
0,1,1,43,1,0,19,0,0,0,4,0,0,4,0,0,507,49977,555.8356844,45.54094884,132.360886,1,2013,7,3,15,0,0,0,0,0,0,0,4,0,4,1,0,4
0,0,2,43,1,0,23,83,1,0,7,0,0,3,2,3,651,50122,555.4247636,45.42915287,132.0178764,1,2013,7,3,17,-1,0,0,0,0,0,0,85,12,45,2,0,4
0,0,2,43,1,0,19,0,0,0,4,0,0,4,0,0,513,50105,554.2760204,45.40465023,131.962878,1,2013,7,3,17,-1,0,0,0,0,0,0,24,3,24,1,0,4
0,0,2,43,1,0,1274,0,0,2,1,0,0,3,0,0,102,50122,555.4247636,45.42915287,132.0178764,1,2013,7,3,18,-1,0,0,0,0,0,0,36,8,36,2,0,4
0,0,2,43,1,0,30,0,1,0,4,0,0,3,0,2,476,50116,555.4912603,45.43459175,132.0336819,1,2013,7,4,9,-1,0,0,0,0,0,0,8,5,8,2,0,5
0,0,2,43,1,0,6,0,0,0,1,0,0,1,1,0,19,50116,555.4912603,45.43459175,132.0336819,1,2013,7,4,10,-1,0,0,0,0,0,0,7,2,7,2,0,5
0,0,2,43,1,0,73,0,1,0,4,0,0,5,0,0,37,50118,555.4690929,45.43277864,132.0284129,1,2013,7,4,11,-1,0,0,0,0,0,0,101,9,57,2,0,5
1,1,1,43,4,0,815,36,4,1,16,0,0,15,1,5,774,50221,554.1108301,45.31968698,131.6978953,1,2013,7,4,12,0,0,0,0,0,0,0,27,5,23,1,0,5
0,1,1,43,4,0,644,0,0,0,2,0,0,2,0,0,14,50221,554.1108301,45.31968698,131.6978953,1,2013,7,4,14,0,0,0,0,0,0,0,17,0,5,1,0,5
0,1,1,43,8,0,36,117,1,0,5,0,0,5,0,0,306,50127,556.4266762,45.46452012,132.2640493,1,2013,7,4,16,0,0,0,0,0,0,0,50,0,14,1,0,5
0,0,2,43,1,0,18,91,1,0,4,0,0,5,0,0,316,50230,555.0666932,45.35138364,131.9331077,1,2013,7,4,17,-1,0,0,0,0,0,0,23,5,23,1,0,5
0,1,1,43,1,0,11,0,0,0,2,0,0,2,0,0,35,50234,555.0224947,45.34777243,131.9226022,1,2013,7,4,18,0,0,0,0,0,0,0,2,0,2,1,0,5
0,0,1,43,1,0,2,0,0,0,1,0,0,1,0,0,13,50234,555.0224947,45.34777243,131.9226022,1,2013,7,4,20,0,0,0,0,0,0,0,1,0,1,1,0,5
0,1,1,43,1,0,4,0,0,0,1,0,0,1,0,0,2,50235,555.0114462,45.34686971,131.9199761,1,2013,7,5,6,1,1,0,0,0,0,1,1,0,1,1,0,6
0,1,1,43,4,0,148,32,1,0,16,0,0,17,0,0,1011,50246,554.8899415,45.33694224,131.8910958,1,2013,7,5,8,1,0,0,0,0,0,0,34,0,22,1,0,6
0,0,2,43,1,0,136,32,1,0,16,0,0,17,0,0,1015,50247,554.8788982,45.33603996,131.888471,1,2013,7,5,10,-1,0,0,0,0,0,0,1,0,1,1,0,6
0,0,1,43,3,0,1,0,0,0,2,0,0,1,0,0,36,50247,554.8788982,45.33603996,131.888471,1,2013,7,5,14,0,0,0,0,0,0,0,5,0,3,2,0,6
0,0,2,43,1,0,0,0,0,0,1,0,0,0,0,1,365,50247,554.8788982,45.33603996,131.888471,1,2013,7,5,15,-1,0,0,0,0,0,0,361,15,133,4,0,6
0,0,1,43,1,0,1,0,0,0,1,0,0,1,0,0,8,50247,554.8788982,45.33603996,131.888471,1,2013,7,5,17,0,0,0,0,0,0,0,1,0,1,1,0,6
1,0,1,43,1,0,2,0,0,0,1,0,0,1,0,0,9,50247,554.8788982,45.33603996,131.888471,1,2013,7,5,17,0,1,0,0,0,0,1,1,0,1,1,0,6
